username,twhandle,postdate,content,responding,reply,retweet,like
Av.Abdurrahman Onay,@onay_av,2021-08-09T11:36:52.000Z,"1960'ların başında, Lockheed Füzeleri ve Uzay Şirketi'nden biri -kim olduğu belli değil- bir Agena uzay aracının arka ucuna küçük bir uydu yerleştirme ve Agena yörüngeye ulaştığında onu patlatma fikrini ortaya attı.  

#uzay #uzayhukuku #uydu #space #bilgi #nasa #ruscosmos",,1,2,,"['uzay', 'uzayhukuku', 'uydu', 'space', 'bilgi', 'nasa', 'ruscosmos']"
Nebula Ajans,@NebulaAjans,2021-08-09T11:32:45.000Z,"Amazon’un uzay interneti hakkında 10 gerçek!!! https://ajans.nebulasoftagency.com/2021/08/09/amazonun-uzay-interneti-hakkinda-10-gercek/… 
.
.
.
@NebulaAjans
 @shiftdeletenet
 @nebulagencysoft
 #soft #software #uzay #SonDakika #SONDAKIKA #haber #haberler #Teknoloji #instagood",,,,,"['soft', 'software', 'uzay', 'SonDakika', 'SONDAKIKA', 'haber', 'haberler', 'Teknoloji', 'instagood']"
Metin O. Kaya,@moderninovasyon,2021-08-08T16:13:17.000Z,"Türkiye'nin ses hızının 4 katına ( 4 Mach) kadar çıkan rüzgar tünelinin #İTÜ #Uçak ve #Uzay Bilimleri fakültesinde olduğunu biliyor muydunuz? Yaklaşık 30 yıldır  Türkiye'nin sesüstü projelerine (füze, uçak vb) büyük  destek veriyoruz.",,1,5,50,"['İTÜ', 'Uçak', 'Uzay']"
"kaptan,marsda inicem",@fsh77,2021-08-08T15:51:13.000Z,"#Kodlama #ders lerinde bugün biraz nostalji yaparak iki boyutlu #uzay savaşı temalı #oyun u yaparken bir çok kavramı öğrenmiş oluyoruz
#Dersler uzaktan etkileşimli olarak veya grup olarak verilebilir,kodlama öğrenme fırsatı 
https://scratch.mit.edu/proj",,,,,"['Kodlama', 'ders', 'uzay', 'oyun', 'Dersler']"
Teknoloji Gündem,@teknolojigndm,2021-08-08T13:23:00.000Z,Uzay yolculuğunun bilet fiyatları belli oldu #uzay #virgingalactic - https://teknolojigundem.com/haber/uzay-yolculugunun-bilet-fiyatlari-belli-oldu/1591825…,,,2,3,"['uzay', 'virgingalactic']"
Adem Polat,@talopmeda,2021-08-08T13:11:49.000Z,"Filmi çekilse izlerim diyen kaç kişiyiz?
#şahangökbakar #film #sinema 
@sahangokbakar
 #türkiye #mars #uzay #gezegen #yangın",,,,,"['şahangökbakar', 'film', 'sinema', 'türkiye', 'mars', 'uzay', 'gezegen', 'yangın']"
bidinle.com,@bidinlecom,2021-08-08T11:15:20.000Z,"NASA, Mars simülasyonlarında çalışacak adaylar arıyor
https://bidinle.com/@bidinle-haber-merkezi/nasa-mars-simulasyonlarinda-calisacak-adaylar-ariyor…
#NASA #Mars #Uzay",,,1,1,"['NASA', 'Mars', 'Uzay']"
Teknoloji Gündem,@teknolojigndm,2021-08-08T09:45:10.000Z,"NASA, Mars simülasyonlarında çalışacak adaylar arıyor #nasa #mars #uzay - https://teknolojigundem.com/haber/nasa-mars-simulasyonlarinda-calisacak-adaylar-ariyor/1591804…",,,,,"['nasa', 'mars', 'uzay']"
Av.Abdurrahman Onay,@onay_av,2021-08-08T09:43:50.000Z,"Uzay Hukuku'na giriş videosu kanalımızda

https://youtu.be/sk4NYF-iA30

#uzay #Space #uzayhukuku #spacelaw 
#hukuk #yayın #YouTube #Program #eğitim
#education #law #Twitter #moon #Mars
#ders #lessons #pazar #Sunday #SpaceX 
#blueorigin #VirginGalactic #ElonMusk #JeffBezos","Uzay Hukuku'na Giriş- Av. Abdurrahman Onay
youtube.com",,,,"['uzay', 'Space', 'uzayhukuku', 'spacelaw', 'hukuk', 'yayın', 'YouTube', 'Program', 'eğitim', 'education', 'law', 'Twitter', 'moon', 'Mars', 'ders', 'lessons', 'pazar', 'Sunday', 'SpaceX', 'blueorigin', 'VirginGalactic', 'ElonMusk', 'JeffBezos']"
Ferit BaGs,@Ferit_BaGs,2021-08-08T09:23:59.000Z,"İnsanoğlu 300 000 yıldır yeryüzünde
Dünya 4.54 milyar yaşında
Güneş 4.6 milyar yaşında
Güneş sistemi 4.6 milyar yaşında
Samanyolu galaksisi 13.51 milyar yaşında
Evren 13.7 milyar yaşında

Dünya güneş'ten 500 milyon yıl sonra oluşmuştur
#Evren #Uzay #Astronomi",,,,,"['Evren', 'Uzay', 'Astronomi']"
Ferit BaGs,@Ferit_BaGs,2021-08-08T09:08:14.000Z,"Dünya bir anda dursaydı saatte 1600 km hızla doğuya doğru savrulurdunuz sular dahil ve okyanuslar ile denizler gökdelen boyutunda tsunami oluştururdu
#Uzay #Evren #Astronomi",,,,,"['Uzay', 'Evren', 'Astronomi']"
Finans Gündem,@finansgundemcom,2021-08-08T06:44:36.000Z,Katrilyon dolarlık asteroid takibe alındı #asteroid #nasa #uzay - https://finansgundem.com/haber/katrilyon-dolarlik-asteroid-takibe-alindi/1591781…,,,,3,"['asteroid', 'nasa', 'uzay']"
LeGazete,@legazetecom,2021-08-07T16:31:12.000Z,"Elon Musk’ın SpaceX şirketi şimdiye kadar yapılmış en büyük uzay gemisinin prototipini tamamladı. Yıldız Gemisi anlamına gelen 121 metrelik Starship için Elon Musk “Bir rüya gerçek oldu” dedi.

#elonmusk #yıldızgemisi #starship #spacex #uzay","İnsanları Ay’a ve Mars’a taşıyacak dev uzay gemisi hazır
Elon Musk’ın SpaceX şirketi şimdiye kadar yapılmış en büyük uzay gemisinin prototipini tamamladı. Yıldız Gemisi anlamına gelen 121 metrelik Starship için Elon Musk “Bir rüya gerçek oldu” dedi. Uzay...
legazete.com",,,1,"['elonmusk', 'yıldızgemisi', 'starship', 'spacex', 'uzay']"
NouvArt,@Nouva_Art,2021-08-07T16:21:02.000Z,"Ayılar Cehennemi | Kenan Yaşar
@Kropatra
 #içerik #hayat #teknoloji #uzay #insan","Ayılar Cehennemi
Nedir uyku denen şey? Birkaç saate sıkıştırılan bir eylemsizlik hâli mi, yoksa birkaç saat gibi belirli bir süreci kapsayan, ama tanımlama gereği duyulmayan bir zaman dilimi mi? Belki de zaman...
nouvart.net",,4,7,"['içerik', 'hayat', 'teknoloji', 'uzay', 'insan']"
"kaptan,marsda inicem",@fsh77,2021-08-07T16:04:59.000Z,"#Kodlama #ders lerinde bugün biraz nostalji yaparak iki boyutlu #uzay savaşı temalı #oyun u yaparken bir çok kavramı öğrenmiş oluyoruz
#Dersler uzaktan etkileşimli olarak veya grup olarak verilebilir,kodlama öğrenme fırsatı 
https://scratch.mit.edu/proj",,,,,"['Kodlama', 'ders', 'uzay', 'oyun', 'Dersler']"
Türkçe Rehberim,@turkcerehberim,2021-08-07T15:47:52.000Z,"Bugün gökyüzünde #yeniay var. Değerli #Türkçe öğretmenleri, gelecek sene #doğa ve #evren temasında ya da #uzay ile ilgili metinlerde öğrencilerinize anlatmak için biraz #yıldız gözlemi yapmaya ne dersiniz? 

#eğitim #eba #öğretmen #meb #yaztatili #telafidebendevarım",,1,1,,"['yeniay', 'Türkçe', 'doğa', 'evren', 'uzay', 'yıldız', 'eğitim', 'eba', 'öğretmen', 'meb', 'yaztatili', 'telafidebendevarım']"
HaberlerGüncel,@HaberlerGuncel0,2021-08-07T13:40:38.000Z,"UZAY SEYAHATİ FİYATLARI AÇIKLANDI! Hem de 3 Çeşit Opsiyon Var! Uzay, Bilim 
https://youtube.com/watch?v=HqXP8BAwNpE…
#uzay #virgingalactic #uzayyolculuğu Sedat Peker Rachid Ghezzal #SHIB #Tokyo2020 Ümitcan #CasatiBoyayaBoykot Gedson Fernandes","UZAY SEYAHATİ FİYATLARI AÇIKLANDI! Hem de 3 Çeşit Opsiyon Var! Uzay,...
UZAY SEYAHATİ FİYATLARI AÇIKLANDI! 3 Çeşit Opsiyon Var! Son dakika haberlerinden anında haberdar olmak için kanalıma ABONE olmayı ve Bildirim Çanını aktif e...
youtube.com",,,,"['uzay', 'virgingalactic', 'uzayyolculuğu', 'SHIB', 'Tokyo2020', 'CasatiBoyayaBoykot']"
WebLejyon,@weblejyon,2021-08-07T11:17:29.000Z,"SpaceX, dünyanın en uzun roketi için hazırlanıyor
#SpaceX #ElonMusk #Starship #SuperHeavy #uzay #space","SpaceX, dünyanın en uzun roketi için hazırlanıyor – WebLejyon
SpaceX, dünyanın en uzun roketi için hazırlıklarını sürdürüyor. Roket ile ilgili tüm detayları yazımızda sizin için derledik.
weblejyon.com",,,1,"['SpaceX', 'ElonMusk', 'Starship', 'SuperHeavy', 'uzay', 'space']"
Medya Midas,@MedyaMidascom,2021-08-07T11:10:50.000Z,NASA'nın Mars aracı Perseverance'den kötü haber! İlk deneme başarısız oldu #NASA #Mars #Perseverance #Bilim #Uzay,"NASA'nın Mars aracı Perseverance'den kötü haber!
NASA'nın Mars aracı Perseverance'den kötü haber! İlk deneme başarısız oldu...
medyamidas.com",,,1,"['NASA', 'Mars', 'Perseverance', 'Bilim', 'Uzay']"
Sözlük,@_terimlersozluk,2021-08-07T10:59:05.000Z,II. Dünya Savaşı sırasında devlete ek... - #tarih #savaş #para #ekonomi #ııdünyasavaşı #vergi #posta - #uzay #cumartesi,"II Dünya Savaşı sırasında devlete ek gelir tarih - savaş - para - ekonomi - ıı dünya savaşı - vergi...
II Dünya Savaşı sırasında devlete ek gelir nedir ve II Dünya Savaşı sırasında devlete ek gelir hakkında kısa ilginç bilgi II Dünya Savaşı sırasında devlete ek gelir ile ilgili kullanıcı yorumları II...
turkcebilgi.org",,,,"['tarih', 'savaş', 'para', 'ekonomi', 'ııdünyasavaşı', 'vergi', 'posta', 'uzay', 'cumartesi']"
Sözlük,@_terimlersozluk,2021-08-07T10:59:03.000Z,Güney Afrika'daki dünyanın en derin altın... - #ekonomi #afrika #enbüyük #altın #maden - #uzay #cumartesi,"Güney Afrikadaki dünyanın en derin altın madeni ekonomi - afrika - en büyük - altın - maden
Güney Afrikadaki dünyanın en derin altın madeni nedir ve Güney Afrikadaki dünyanın en derin altın madeni hakkında kısa ilginç bilgi Güney Afrikadaki dünyanın en derin altın madeni ile ilgili kullan...
turkcebilgi.org",,,,"['ekonomi', 'afrika', 'enbüyük', 'altın', 'maden', 'uzay', 'cumartesi']"
Av.Abdurrahman Onay,@onay_av,2021-08-06T16:26:05.000Z,"Uzay Hukuku makaleme ve daha fazlasına bir göz atın

#uzay #uzayhukuku #space #spacelaw 
#hukuk #law","Uzay Hukuku
uzayahukuk.com",,,,"['uzay', 'uzayhukuku', 'space', 'spacelaw', 'hukuk', 'law']"
"kaptan,marsda inicem",@fsh77,2021-08-06T16:13:41.000Z,"#Kodlama #ders lerinde bugün biraz nostalji yaparak iki boyutlu #uzay savaşı temalı #oyun u yaparken bir çok kavramı öğrenmiş oluyoruz
#Dersler uzaktan etkileşimli olarak veya grup olarak verilebilir,kodlama öğrenme fırsatı 
https://scratch.mit.edu/proj",,,,,"['Kodlama', 'ders', 'uzay', 'oyun', 'Dersler']"
BeyanKuran,@BeyanKuran,2021-08-06T15:42:58.000Z,"Haşr 1
Göklerdeki ve yerdeki her şey Allah'ı tespih etmektedir. O, mutlak güç sahibidir, hüküm ve hikmet sahibidir.

#islam #allah #kuran #kuranıkerim #quran #holyquran #ayet #sure 
#haşr #haşrsuresi #haşir #yenidendoğuş 
#gök #yer #hikmet 
#uzay #dünya #yeryüzü",,,,,"['islam', 'allah', 'kuran', 'kuranıkerim', 'quran', 'holyquran', 'ayet', 'sure', 'haşr', 'haşrsuresi', 'haşir', 'yenidendoğuş', 'gök', 'yer', 'hikmet', 'uzay', 'dünya', 'yeryüzü']"
Kozmos Ekstra,@KozmosEkstra,2021-08-06T15:37:49.000Z,"Kimlerin telefonu böyle ? 

#astronomi #uzay #evren",,2,,8,"['astronomi', 'uzay', 'evren']"
Yeni Mesaj Gazetesi,@yenimesaj,2021-08-06T14:33:01.000Z,"Uzay seferlerinde bilet ücretleri belli oldu

https://yenimesaj.com.tr/uzay-seferlerinde-bilet-ucretleri-belli-oldu-H1402325.htm…

#uzay #cuma","Uzay seferlerinde bilet ücretleri belli oldu
İngiliz milyarder iş insanı Richard Branson'un kurduğu uzay seyahat şirketi Virgin Galactic, uzaya gitmek isteyen kişiler için tek kişilik bilet fiyatının 450 bin dolar olduğunu duyurdu
yenimesaj.com.tr",,,1,"['uzay', 'cuma']"
INFINIA Mühendislik,@INFINIA_Muh,2021-08-06T14:30:37.000Z,"Kızılötesi teleskop çeşitleri hangileridir?
Kızılötesi teleskoplar yer tabanlı, havadan veya uzay teleskopları olabilir.
#infinia #infiniamühendislik #kızılötesiteleskoplar #teleskop #yertabanlı #havakaynaklı #uzay",,,,,"['infinia', 'infiniamühendislik', 'kızılötesiteleskoplar', 'teleskop', 'yertabanlı', 'havakaynaklı', 'uzay']"
ŞEKER HOCA,@ekerhoca23,2021-08-06T14:03:08.000Z,"Ben diyeyim #uzay üssü,
Siz deyin insan hücresi…!
Nasıl amaaa 
#subhanallah #allahuekber",,,,2,"['uzay', 'subhanallah', 'allahuekber']"
Sözlük,@_terimlersozluk,2021-08-06T13:59:04.000Z,Şimdiye kadar yakalanan en büyük eklembacaklı:... - #biyoloji #balık #yengeç #japon #enbüyük - #uzay #cuma,"Şimdiye kadar yakalanan en büyük eklembacaklı: 12 biyoloji - balık - yengeç - japon - en büyük
Şimdiye kadar yakalanan en büyük eklembacaklı: 12 nedir ve Şimdiye kadar yakalanan en büyük eklembacaklı: 12 hakkında kısa ilginç bilgi Şimdiye kadar yakalanan en büyük eklembacaklı: 12 ile ilgili...
turkcebilgi.org",,,1,"['biyoloji', 'balık', 'yengeç', 'japon', 'enbüyük', 'uzay', 'cuma']"
Sözlük,@_terimlersozluk,2021-08-06T13:59:03.000Z,Bilim adamları artık Mamut DNA'sını tamamen... - #biyoloji #bilim #dna #japonya - #uzay #cuma,"Bilim adamları artık Mamut DNAsını tamamen sıraladılar biyoloji - bilim - dna - japonya
Bilim adamları artık Mamut DNAsını tamamen sıraladılar nedir ve Bilim adamları artık Mamut DNAsını tamamen sıraladılar hakkında kısa ilginç bilgi Bilim adamları artık Mamut DNAsını tamamen sıraladı...
turkcebilgi.org",,,,"['biyoloji', 'bilim', 'dna', 'japonya', 'uzay', 'cuma']"
Haberlerver.com,@haberlervercom,2021-08-05T18:02:31.000Z,"Deprem Riski En Yüksek ve En Düşük Olan İller

https://haberlerver.com/2021/07/deprem.html…

#haberler #news #haber #haberlerver #haberlervercom #bilim #science #world #dünya #uzay #space #evren #universe #deprem #earthquake #turkey #türkiye #AFAD #depremharitası #SonDakika","Haberlerver.com: Deprem Riski En Yüksek ve En Düşük Olan İller
Deprem Riski En Yüksek ve En Düşük Olan İller, Deprem Riski Olan İller, Türkiye Deprem Bölgeleri, Deprem En Çok Nerede Görülür?, AFAD Son Depremler
haberlerver.com",,,,"['haberler', 'news', 'haber', 'haberlerver', 'haberlervercom', 'bilim', 'science', 'world', 'dünya', 'uzay', 'space', 'evren', 'universe', 'deprem', 'earthquake', 'turkey', 'türkiye', 'AFAD', 'depremharitası', 'SonDakika']"
Haberlerver.com,@haberlervercom,2021-08-05T18:02:18.000Z,"Uykusuz Kalma Rekoru

https://haberlerver.com/2021/07/uykusuz-kalma-rekoru.html…

#haberler #news #haber #haberlerver #haberlervercom #bilim #science #world #dünya #uzay #space #evren #universe #uykusuzkalmarekoru #SonDakika","Haberlerver.com: Uykusuz Kalma Rekoru
Uykusuz Kalma Rekoru, Randy Gardner Deneyi, Randy Gardner Kimdir, Uykusuzluk Deneyi, Dünya Uykusuzluk Rekoru Sizce Kaç Gün, Uykusuzluk ve Zararları
haberlerver.com",,,,"['haberler', 'news', 'haber', 'haberlerver', 'haberlervercom', 'bilim', 'science', 'world', 'dünya', 'uzay', 'space', 'evren', 'universe', 'uykusuzkalmarekoru', 'SonDakika']"
Haberlerver.com,@haberlerver,2021-08-05T18:00:58.000Z,"Kara Delik Nedir? Kara Delik Nasıl Oluşur?

https://haberlerver.com/2021/07/kara-delik.html…

#haberler #news #haber #haberlerver #haberlervercom #bilim #science #world #dünya #uzay #space #evren #universe #blackhole #karadelik #wormhole #SonDakika","Haberlerver.com: Kara Delik Nedir? Kara Delik Nasıl Oluşur?
Kara Delik Nedir? Kara Delik Nasıl Oluşur?, Kara Deliğin İçinde Ne Var?, Kara Delik İçine Girince Ne Olur, Kara Delik Ne Zaman Keşfedildi?, Black Hole
haberlerver.com",,,,"['haberler', 'news', 'haber', 'haberlerver', 'haberlervercom', 'bilim', 'science', 'world', 'dünya', 'uzay', 'space', 'evren', 'universe', 'blackhole', 'karadelik', 'wormhole', 'SonDakika']"
Haberlerver.com,@haberlerver,2021-08-05T18:00:40.000Z,"Mars'ta Yaşam Bulunursa Sonuçları Ne Olurdu?

https://haberlerver.com/2021/07/mars.html…

#haberler #news #haber #haberlerver #haberlervercom #bilim #science #world #dünya #uzay #space #evren #universe #mars #planetmars #SonDakika","Haberlerver.com: Mars'ta Yaşam Bulunursa Sonuçları Ne Olurdu?
Mars'ta Yaşam Bulunursa Sonuçları Ne Olurdu, Mars Hakkında, Mars Gezegeni, Dünya Dışı Yaşam, NASA Haberleri, Dünya Dışı Yaşam Bulunursa
haberlerver.com",,,,"['haberler', 'news', 'haber', 'haberlerver', 'haberlervercom', 'bilim', 'science', 'world', 'dünya', 'uzay', 'space', 'evren', 'universe', 'mars', 'planetmars', 'SonDakika']"
Haberlerver.com,@haberlerver,2021-08-05T18:00:17.000Z,"Yellowstone Süper Yanardağı İnsanlığın Sonu Olabilir

https://haberlerver.com/2021/07/yellowstone-super-yanardagi.html…

#haberler #news #haber #haberlerver #haberlervercom #bilim #science #world #dünya #uzay #space #evren #universe #yellowstone #yellowstoneyanardağı #yellowstonevolcano #volcano #SonDakika","Haberlerver.com: Yellowstone Süper Yanardağı İnsanlığın Sonu Olabilir
Yellowstone Süper Yanardağı İnsanlığın Sonu Olabilir, Yellowstone Nerede, Yellowstone Yanardağı, Yellowstone Kalderası, Yellowstone Süper Volkanı
haberlerver.com",,,,"['haberler', 'news', 'haber', 'haberlerver', 'haberlervercom', 'bilim', 'science', 'world', 'dünya', 'uzay', 'space', 'evren', 'universe', 'yellowstone', 'yellowstoneyanardağı', 'yellowstonevolcano', 'volcano', 'SonDakika']"
